index,appId,image,title,current,currentPeak,allTimePeak,currentPrice,lowerPrice,description,exact,mainStory,portrait
1225.,829110,https://cdn.cloudflare.steamstatic.com/steam/apps/829110/capsule_sm_120.jpg?t=1650375122,LEGO® DC Super-Villains,189,251,866,CLP$ 19900,CLP$ 2985,"It's good to be bad… Embark on an all-new DC/LEGO® adventure by becoming the best villain the universe has seen. Players will create and play as an all-new super-villain throughout the game, unleashing mischievous antics and wreaking havoc in an action-packed story.",false,39h 13m ,/games/250px-DaVinciDdisappearance_v.png
1226.,24720,https://cdn.cloudflare.steamstatic.com/steam/apps/24720/capsule_sm_120.jpg?t=1648751208,Spore: Galactic Adventures,188,258,"1,517",CLP$ 13999,CLP$ 2100,"Take Your Creature From Zero To Galactic Hero Get out of your starship and turn your Spore creatures into legendary Space Captains. For the first time, beam down with your allies to take on action-packed, planetside adventures.",true,72%,/games/Spore_-_Galactic_Adventures_Coverart.png
1227.,12110,https://cdn.cloudflare.steamstatic.com/steam/apps/12110/capsule_sm_120.jpg?t=1646179618,Grand Theft Auto: Vice City,188,260,"1,239",N/A,CLP$ 1375,"Welcome to Vice City. Welcome to the 1980s. From the decade of big hair, excess and pastel suits comes a story of one man's rise to the top of the criminal pile.",true,18h 20m ,/games/Vice-city-cover.jpg
1228.,1482910,https://cdn.cloudflare.steamstatic.com/steam/apps/1482910/capsule_sm_120.jpg?t=1648998283,Idle Monster TD,188,212,"1,090",N/A,N/A,"An endless Tower Defense game of epic Monsters vs evil War Machines. Unlock and upgrade tons of unique elemental Monsters (Water, Air, Earth, and Fire) to defend your home from an infinite swarm of robots. Strategize the most effective placement of Monsters to synergize their elemental abilities.",false,N/A,N/A
1229.,578330,https://cdn.cloudflare.steamstatic.com/steam/apps/578330/capsule_sm_120.jpg?t=1650571423,LEGO® City Undercover,188,343,833,CLP$ 9999,CLP$ 1999,"Join the Chase! In LEGO® CITY Undercover, play as Chase McCain, a police officer who's been tasked with going undercover to hunt down the notorious – and recently escaped – criminal Rex Fury and putting an end to his city-wide crime wave.",false,N/A,N/A
1230.,1826960,https://cdn.cloudflare.steamstatic.com/steam/apps/1826960/capsule_sm_120.jpg?t=1650875116,Trip In Another World,188,605,729,N/A,N/A,Trip In Another World is a casual strategy war game. It emphasizes the collaboration and cooperation between players. The game is designed with an urban construction model centered on prosperity and civilization. Players can dispatch business travelers to develop harmoniously between continents.,false,N/A,N/A
1231.,1139900,https://cdn.cloudflare.steamstatic.com/steam/apps/1139900/capsule_sm_120.jpg?t=1650485028,Ghostrunner,187,440,"11,294",CLP$ 19900,CLP$ 7960,"Ghostrunner offers a unique single-player experience: fast-paced, violent combat, and an original setting that blends science fiction with post-apocalyptic themes. It tells the story of a world that has already ended and its inhabitants who fight to survive.",true,70%,/games/69898_Ghostrunner.jpg
1232.,681280,https://cdn.cloudflare.steamstatic.com/steam/apps/681280/capsule_sm_120.jpg?t=1650658646,Descenders,187,256,"1,954",CLP$ 9500,CLP$ 3800,"Descenders is extreme downhill freeriding for the modern era, with procedurally generated worlds, and where mistakes have real consequences. Will you lead your team to glory and become the next legendary Descender?",true,4h 45m ,/games/55598_Descenders.jpg
1233.,327400,https://cdn.cloudflare.steamstatic.com/steam/apps/327400/capsule_sm_120.jpg?t=1648598205,Sid Meier's Colonization (Classic),187,187,238,CLP$ 4000,CLP$ 1000,"The New World lies before you with all its peril, promise and infinite possibility. Your colonists anxiously follow you to shore. The treasures of an entire continent await you.",false,N/A,N/A
1234.,1106840,https://cdn.cloudflare.steamstatic.com/steam/apps/1106840/capsule_sm_120.jpg?t=1650911197,Hydroneer,186,285,"3,250",CLP$ 4400,CLP$ 3080,"Hydroneer is a mining and base building sandbox. Dig for gold and other resources to turn a profit and enhance your mining operation. Build a base of operations, forge weapons, go fishing, and dig deep!",true,10h 10m ,/games/77981_Hydroneer.jpg
1235.,1447000,https://cdn.cloudflare.steamstatic.com/steam/apps/1447000/capsule_sm_120.jpg?t=1649510552,MotoGP™21,186,221,"1,989",CLP$ 16000,CLP$ 5550,Take your place on the starting grid and get ready for the most realistic and immersive MotoGP™ videogame ever. Live the most authentic 2-wheels racing experience with the new MotoGP™21!,false,N/A,N/A
1236.,3830,https://cdn.cloudflare.steamstatic.com/steam/apps/3830/capsule_sm_120.jpg?t=1644622712,Psychonauts,185,260,"4,531",CLP$ 550 at -90%,CLP$ 550,"A Psychic Odyssey Through the Minds of Misfits, Monsters, and Madmen. This classic action/adventure platformer from acclaimed developers Double Fine Productions follows the story of a young psychic named Razputin.",true,11h 59m ,/games/Psychonautsbox.png
1237.,1128920,https://cdn.cloudflare.steamstatic.com/steam/apps/1128920/capsule_sm_120.jpg?t=1650886087,EVERSPACE™ 2,185,231,"3,072",CLP$ 16900,CLP$ 13520,"EVERSPACE™ 2 is a fast-paced single-player spaceship shooter with worthwhile exploration in space and on planets, tons of loot, RPG elements, mining, and crafting. Experience a thoughtful sci-fi story, set in a vivid, handcrafted open world full of secrets, puzzles, and perils.",false,N/A,N/A
1238.,562810,https://cdn.cloudflare.steamstatic.com/steam/apps/562810/capsule_sm_120.jpg?t=1650888225,Monopoly Plus,184,257,"3,180",CLP$ 9900,CLP$ 2996,"EMBARK ON A JOURNEY TO OWN IT ALL! Build your empire on a colorful and 3D lively city animated by funny sidekicks! MONOPOLY® PLUS brings the classic franchise to a new level on PC with amazing animations, customizable house rules!",true,2h 31m ,/games/Monopoly_Plus_boxartlg.jpg
1239.,673880,https://cdn.cloudflare.steamstatic.com/steam/apps/673880/capsule_sm_120.jpg?t=1650902623,"Warhammer 40,000: Mechanicus",184,206,"2,748",CLP$ 11500,CLP$ 2875,"Take control of the most technologically advanced army in the Imperium - The Adeptus Mechanicus. Your every decision will weigh heavily on the outcome of the mission, in this turn-based tactical game. Will you be blessed by the Omnissiah?",true,NR,/games/62616_Warhammer_40000_Mechanicus.jpg
1240.,667530,https://cdn.cloudflare.steamstatic.com/steam/apps/667530/capsule_sm_120.jpg?t=1650402248,Drunken Wrestlers 2,184,242,701,N/A,N/A,Drunken Wrestlers 2 is a funny physics-based multiplayer fighting game. Features include character customization and a powerful mod editor integrated with Steam Workshop.,false,N/A,N/A
1241.,1359090,https://cdn.cloudflare.steamstatic.com/steam/apps/1359090/capsule_sm_120.jpg?t=1650867237,Zero Hour,183,292,"4,288",CLP$ 5300,CLP$ 2650,"Zero Hour is a tactical FPS with online team-based game play that takes place in a variety of fictional locations interpreted in Bangladesh with Real-life scale & resource management. It brings a grounded, close quarter combat experience to the game.",true,28h ,/games/74269_Zero_Hour.jpg
1242.,245170,https://cdn.cloudflare.steamstatic.com/steam/apps/245170/capsule_sm_120.jpg?t=1650917226,Skullgirls 2nd Encore,183,307,"4,016",CLP$ 9500,CLP$ 1375,"The ultimate Skullgirls experience! Featuring 14 hand-animated characters, fully voiced story mode, countless palettes, and unparalleled GGPO-based multiplayer netcode.",true,3h 18m ,/games/39099_Skullgirls_2nd_Encore.jpg
1243.,1106530,https://cdn.cloudflare.steamstatic.com/steam/apps/1106530/capsule_sm_120.jpg?t=1644451352,GemCraft - Frostborn Wrath,183,198,"2,063",CLP$ 5700,CLP$ 2850,"The epic tower defense dark fantasy journey continues! Create powerful gems with various abilities and take on the battle against an endlessly flowing army of monsters, and face the growing darkness as you fight your way back towards the Spiritforge.",true,67h 05m ,/games/75900_GemCraft_-_Frostborn_Wrath.jpg
1244.,1371630,https://cdn.cloudflare.steamstatic.com/steam/apps/1371630/capsule_sm_120.jpg?t=1650277666,Incremental Adventures,183,195,"1,042",N/A,N/A,Lead your heroes in their neverending adventures! A minimalistic Idle game where combat is fully automated. It's up to you to make the most of that automation to reach extremely high numbers!,false,N/A,N/A
1245.,595690,https://cdn.cloudflare.steamstatic.com/steam/apps/595690/capsule_sm_120.jpg?t=1650180466,One Hour One Life,183,242,599,CLP$ 6400,CLP$ 3200,A multiplayer survival game of parenting and civilization building. Get born to another player as your mother. Live an entire life in one hour. Have babies of your own in the form of other players. Leave a legacy for the next generation as you help to rebuild civilization from scratch.,false,N/A,N/A
1246.,333640,https://cdn.cloudflare.steamstatic.com/steam/apps/333640/capsule_sm_120.jpg?t=1650697211,Caves of Qud,182,261,"1,221",CLP$ 7700,CLP$ 4950,"Caves of Qud is a science fantasy roguelike epic steeped in retrofuturism, deep simulation, and swathes of sentient plants. Come inhabit an exotic world and chisel through layers of thousand-year-old civilizations.",true,10h ,/games/Caves_of_Qud_header.jpg
1247.,1904820,https://cdn.cloudflare.steamstatic.com/steam/apps/1904820/capsule_sm_120.jpg?t=1650869837,Prison Life,182,229,549,N/A,N/A,"An online game that you'll play with 3-11 players as a Prisoner or a Guard and will try to escape or prevent escapes. Loot, Craft, and make your way to the exit, or investigate and arrest wanted players as a guard!",false,10h ,/games/Caves_of_Qud_header.jpg
1248.,459220,https://cdn.cloudflare.steamstatic.com/steam/apps/459220/capsule_sm_120.jpg?t=1649011845,Halo Wars: Definitive Edition,181,287,"3,192",CLP$ 9500,CLP$ 2375,"Halo Wars: Definitive Edition is an enhanced version of the real-time strategy classic, Halo Wars, updated to run natively on PC. Halo Wars: Definitive Edition includes improved graphics, new achievements and all of the DLC created for the landmark real-time strategy game.",false,10h ,/games/Caves_of_Qud_header.jpg
1249.,1252600,https://cdn.cloudflare.steamstatic.com/steam/apps/1252600/capsule_sm_120.jpg?t=1650909403,ANOTHER EDEN,181,287,935,N/A,N/A,[Single player JRPG] Take your cat on a time-traveling adventure!,true,9h 03m ,/games/Halo_wars.png
1250.,285330,https://cdn.cloudflare.steamstatic.com/steam/apps/285330/capsule_sm_120.jpg?t=1648598232,RollerCoaster Tycoon 2: Triple Thrill Pack,181,258,833,CLP$ 5500,CLP$ 1375,"This compilation includes the entire RollerCoaster Tycoon 2 series, with the original game as well as the Time Twister and Wacky Worlds expansions.",true,28h ,/games/RollerCoaster_Tycoon_2_Triple_Thrill_Pack_header.jpg
1251.,728530,https://cdn.cloudflare.steamstatic.com/steam/apps/728530/capsule_sm_120.jpg?t=1650288724,SD GUNDAM G GENERATION CROSS RAYS,180,514,"10,415",CLP$ 28500,CLP$ 8550,"Beyond creation, four eras come together as one! Discover the latest entry in this iconic Tactical RPG series. Form your own team of SD Gundams and deploy for battle -- with units from Mobile Suit Gundam Wing, SEED, 00, and Iron-Blooded Orphans!",true,89h 37m ,/games/72974_SD_Gundam_G_Generation_Cross_Rays.jpg
1252.,803050,https://cdn.cloudflare.steamstatic.com/steam/apps/803050/capsule_sm_120.jpg?t=1650892362,Per Aspera,180,281,"4,342",CLP$ 11500,CLP$ 5750,Make Mars your own! Take control of the world’s most sophisticated AI (AMI) and terraform the surface of the Red Planet for a city-building experience on a planetary scale. Transform this barren world into a lush paradise and explore the surface for any ancient secrets that may be waiting.,true,19h 18m ,/games/68206_Per_Aspera.jpg
1253.,1349540,https://cdn.cloudflare.steamstatic.com/steam/apps/1349540/capsule_sm_120.jpg?t=1648597738,DPS IDLE,180,194,548,N/A,N/A,"Collect cards, upgrade cards, defeat monsters, join guilds and hire heroes. Raise your DPS!",false,N/A,N/A
1254.,1352330,https://cdn.cloudflare.steamstatic.com/steam/apps/1352330/capsule_sm_120.jpg?t=1650878865,Zoo 2: Animal Park,180,232,343,N/A,N/A,Zoo 2: Animal Park – Take care of wild and tame zoo animals in this animal game!,false,N/A,N/A
1255.,71250,https://cdn.cloudflare.steamstatic.com/steam/apps/71250/capsule_sm_120.jpg?t=1648598279,Sonic Adventure DX,180,289,332,CLP$ 4199,CLP$ 675,An ancient evil lurking within the Master Emerald has been unleashed from its slumber by the devious Dr. Eggman and is on the verge of becoming the ultimate monster using the 7 Chaos Emeralds. Only Sonic and his friends are heroic enough to put a stop to Dr. Eggman and his evil minions.,true,9h 16m ,/games/1803649-box_sonicaddxdc_large.png
1256.,24800,https://cdn.cloudflare.steamstatic.com/steam/apps/24800/capsule_sm_120.jpg?t=1647865432,Command and Conquer: Red Alert 3 - Uprising,179,309,"1,681",CLP$ 13999,CLP$ 2625,"Red Alert 3: Uprising features four new mini-campaigns, giving players a deeper dive into the storyline's of the Soviets, the Allies, the Empire of the Rising Sun and a unique campaign centered on the origins of everyone’s favorite psionic Japanese schoolgirl commando, Yuriko Omega.",false,9h 16m ,/games/1803649-box_sonicaddxdc_large.png
1257.,1191120,https://cdn.cloudflare.steamstatic.com/steam/apps/1191120/capsule_sm_120.jpg?t=1650873882,Growing Up,179,212,"1,587",CLP$ 6400,CLP$ 5440,"This is the story of your life. Experience the entire journey from toddler to adulthood. Go to schools, learn new things, meet new friends, and have wild adventures! Every choice you make will influence your future career, and decide who your romantic partner will be. Who will you become?",false,9h 16m ,/games/1803649-box_sonicaddxdc_large.png
1258.,775500,https://cdn.cloudflare.steamstatic.com/steam/apps/775500/capsule_sm_120.jpg?t=1649697745,SCARLET NEXUS,178,251,"14,516",CLP$ 28500,CLP$ 11400,"Choose between Yuito and Kasane, elite psionics each armed with a talent in psychokinesis and their own reason to fight. Complete both of their stories to unlock all the mysteries of a Brain Punk future caught between technology and psychic abilities.",true,4h 55m ,/games/99028_Growing_Up.jpg
1259.,253230,https://cdn.cloudflare.steamstatic.com/steam/apps/253230/capsule_sm_120.jpg?t=1650202318,A Hat in Time,178,300,"7,312",CLP$ 14500,CLP$ 7250,A Hat in Time is a cute-as-heck 3D platformer featuring a little girl who stitches hats for wicked powers! Freely explore giant worlds and recover Time Pieces to travel to new heights!,true,69%,/games/A_Hat_in_Time_logo.png
1260.,1072420,https://cdn.cloudflare.steamstatic.com/steam/apps/1072420/capsule_sm_120.jpg?t=1650773026,DRAGON QUEST BUILDERS™ 2,178,431,"3,358",CLP$ 33000,CLP$ 21450,"DRAGON QUEST BUILDERS™ 2 is a block-building RPG set in a fantasy land threatened by an evil cult. Explore, battle, build and harvest in the charming single-player campaign or build big projects in the online sandbox mode for up to 4-players.",false,N/A,N/A
1261.,1410640,https://cdn.cloudflare.steamstatic.com/steam/apps/1410640/capsule_sm_120.jpg?t=1650887615,Syberia - The World Before,178,232,"1,302",CLP$ 14900,CLP$ 14900,"Embark on a quest for identity through time, as you piece together the puzzle of two lives",false,69%,/games/A_Hat_in_Time_logo.png
1262.,1036950,https://cdn.cloudflare.steamstatic.com/steam/apps/1036950/capsule_sm_120.jpg?t=1650286309,Super Jigsaw Puzzle: Generations,178,188,225,N/A,N/A,"If you like to make puzzles, Super Jigsaw Puzzle is your game. Enjoy its comfortable and intuitive interface and its relaxing music that will allow you to concentrate on the difficult task of solving these beautiful photos that pose a real challenge for lovers of puzzles.",false,69%,/games/A_Hat_in_Time_logo.png
1263.,34220,https://cdn.cloudflare.steamstatic.com/steam/apps/34220/capsule_sm_120.jpg?t=1580993597,Football Manager 2011,177,180,"34,997",N/A,N/A,N/A,false,N/A,N/A
1264.,445980,https://cdn.cloudflare.steamstatic.com/steam/apps/445980/capsule_sm_120.jpg?t=1650859423,Wizard of Legend,177,290,"6,487",CLP$ 6900,CLP$ 2070,"Wizard of Legend is a no-nonsense, action-packed take on wizardry that emphasizes precise movements and smart comboing of spells in a rogue-like dungeon crawler that features over a hundred unique spells and relics!",true,8h 26m ,/games/26294_Wizard_of_legend.jpg
1265.,320,https://cdn.cloudflare.steamstatic.com/steam/apps/320/capsule_sm_120.jpg?t=1647094416,Half-Life 2: Deathmatch,177,241,"2,702",CLP$ 2400,CLP$ 264,Fast multiplayer action set in the Half-Life 2 universe! HL2's physics adds a new dimension to deathmatch play. Play straight deathmatch or try Combine vs. Resistance teamplay. Toss a toilet at your friend today!,true,22h 41m ,/games/Half-Life2Deathmatch_292x136.jpg
1266.,253250,https://cdn.cloudflare.steamstatic.com/steam/apps/253250/capsule_sm_120.jpg?t=1648598270,Stonehearth,177,233,"1,851",CLP$ 7700,CLP$ 5775,"Pioneer a living world full of warmth, heroism, and mystery. Help a small group of settlers build a home for themselves in a forgotten land. Establish a food supply, build shelter, defend your people, monitor their moods, and find a way to grow and expand, facing challenges at every step.",true,20h 28m ,/games/Stonehearth_header.jpg
1267.,482920,https://cdn.cloudflare.steamstatic.com/steam/apps/482920/capsule_sm_120.jpg?t=1649138458,Hero Zero,177,221,"1,447",N/A,N/A,"Become a hero, build your own Hide-Out and start by saving your neighbourhood. Level up your skills, collect incredibly weird superhero gadgets, and join a superhero team to save the world!",false,N/A,N/A
1268.,375450,https://cdn.cloudflare.steamstatic.com/steam/apps/375450/capsule_sm_120.jpg?t=1650589805,NOBUNAGA'S AMBITION: Sphere of Influence - Ascension,176,553,"7,488",CLP$ 26500,CLP$ 10600,"The newest release from the Historical Simulation Game landmark series, ""Nobunaga's Ambition!"" In this release we include ""Officer Play"" for the first time in the series, allowing players to advance from retainer to Castle Lord and then on to Daimyo.",false,N/A,N/A
1269.,598960,https://cdn.cloudflare.steamstatic.com/steam/apps/598960/capsule_sm_120.jpg?t=1650499280,Mashinky,176,197,"1,622",CLP$ 12000,CLP$ 12000,Mashinky is a transport strategy game about trains. The goal is to create your own transport empire on a procedurally generated map. It’s a unique blend of realistic graphics combined with an isometric construction mode and board game-like rules.,false,N/A,N/A
1270.,998740,https://cdn.cloudflare.steamstatic.com/steam/apps/998740/capsule_sm_120.jpg?t=1650658646,Ring of Pain,176,202,"1,280",CLP$ 7700,CLP$ 3850,"Enter the Ring of Pain, a roguelike card crawler where encounters come to you. Each step around the ring a dire decision. Go for the loot or backstab a creeping horror? Meet strange friends bearing gifts and treasure. Choose your gear wisely to survive and discover the secrets of the Ring of Pain.",true,7h 47m ,/games/77798_Ring_of_Pain.jpg
1271.,299740,https://cdn.cloudflare.steamstatic.com/steam/apps/299740/capsule_sm_120.jpg?t=1648598232,Miscreated,175,216,"5,159",CLP$ 11500,CLP$ 2310,"Miscreated is a multiplayer online hardcore survival game set in a post-apocalyptic future. You will need to survive against mutants, players, and even mother nature herself.",false,N/A,N/A
1272.,232910,https://cdn.cloudflare.steamstatic.com/steam/apps/232910/capsule_sm_120.jpg?t=1644451352,TrackMania² Stadium,175,240,"3,597",CLP$ 6400,CLP$ 1497,"TrackMania² Stadium is the return of the popular Stadium environment enjoyed by millions of players with TrackMania Nations Forever. Now part of the ManiaPlanet environment, Stadium allows for improved services around the game, better graphics and a powerful track editor.",false,N/A,N/A
1273.,670290,https://cdn.cloudflare.steamstatic.com/steam/apps/670290/capsule_sm_120.jpg?t=1650571425,Real Pool 3D - Poolians,175,352,809,N/A,N/A,Real Pool 3D (Poolians) is one of the best online pool games. Play against the computer or real players all over the world! It supports 8 different types of pool games and team play mode.,false,N/A,N/A
1274.,604500,https://cdn.cloudflare.steamstatic.com/steam/apps/604500/capsule_sm_120.jpg?t=1650625569,Tank Force,175,208,434,N/A,N/A,"Tank Force - the coolest free online tank shooter This is a new word in online tank battles, which combines the best qualities of a tank simulator and thrilling arcade battles.",false,N/A,N/A
1275.,532210,https://cdn.cloudflare.steamstatic.com/steam/apps/532210/capsule_sm_120.jpg?t=1650420428,Life is Strange 2,174,248,"468,717",N/A,CLP$ 1150,"After a tragic incident, brothers Sean and Daniel Diaz run away from home. Fearing the police, and dealing with Daniel's new telekinetic power, the boys head to Mexico. Each stop on their journey brings new friends and new challenges.",true,76%,/games/57795_Life_is_Strange_2.jpeg
1276.,361280,https://cdn.cloudflare.steamstatic.com/steam/apps/361280/capsule_sm_120.jpg?t=1650462852,Turmoil,174,406,"5,055",CLP$ 4400,CLP$ 880,"Drill for oil like it's 1899! Turmoil offers players a visually charming, tongue-in-cheek take on the simulation genre inspired by the 19th century oil rush in North America.",true,8h 16m ,/games/Turmoil_header.jpg
1277.,311260,https://cdn.cloudflare.steamstatic.com/steam/apps/311260/capsule_sm_120.jpg?t=1650892684,The Guild 3,174,225,"3,513",CLP$ 9570 at -34%,CLP$ 9570,"The Guild 3 is a fascinating trade and life simulation that takes place during the late Middle Ages. Step into the shoes of a citizen, acquire businesses and mansions, produce goods and trade them, start intrigues in politics and society, love, hate, bribe, fight and live through good and bad times!",false,N/A,N/A
1278.,1292630,https://cdn.cloudflare.steamstatic.com/steam/apps/1292630/capsule_sm_120.jpg?t=1650865876,3on3 FreeStyle: Rebound,174,261,657,N/A,N/A,"3on3 FreeStyle: Rebound allows players to work with their teammates to pull off rim-shaking slam dunks, awe-inspiring alley-oops, flashy no-look passes, and clutch outside shots which breaks the heart of the opposing team in competitive games filled with the joy and energy of street basketball.",true,1h 57m ,/games/81898_3on3_FreeStyle_Rebound.jpg
1279.,1745200,https://cdn.cloudflare.steamstatic.com/steam/apps/1745200/capsule_sm_120.jpg?t=1650620373,Sexy Airlines,174,251,347,N/A,N/A,"Sexy Airlines is an idle-clicker dating game, that puts you in charge of an airlines company. Your goal is to use your business to hire flight attendants and get intimate with them. The more successful your business, the greater your ability to progress with the girls and make them fall for you.",false,N/A,N/A
1280.,3620,https://cdn.cloudflare.steamstatic.com/steam/apps/3620/capsule_sm_120.jpg?t=1645056164,Zuma's Revenge,174,223,282,CLP$ 3000,CLP$ 600,An irresistible force has taken our fearless frog to an island where the puzzle-action of Zuma has evolved in amazing ways… but evil spirits and tenacious tiki bosses rule the land! Survive by firing stone spheres to destroy the deadly stream of balls. Conquer over 60 levels!,false,N/A,N/A
1281.,34270,https://cdn.cloudflare.steamstatic.com/steam/apps/34270/capsule_sm_120.jpg?t=1650744424,SEGA Mega Drive &amp; Genesis Classics,173,272,"4,522",N/A,CLP$ 9282,"SEGA’s collection of Mega Drive & Genesis Classics comes to a new generation, now updated with even more features: online multiplayer, achievements, mirror mode, rewind, save states, VR and more! Over 50 classic games in one great package. Get into the classics!",false,N/A,N/A
1282.,892420,https://cdn.cloudflare.steamstatic.com/steam/apps/892420/capsule_sm_120.jpg?t=1650805641,懒人修仙传,173,252,"1,522",CLP$ 1900,CLP$ 1520,"这是一款很""休闲""的文字挂机游戏，游戏小而系统完善，玩法丰富，极其耗电，并且有大量玩家自制mod，让你玩了就停不下来。喜欢文字挂机游戏的不要错过，也仅限喜欢挂机游戏的同好，",false,N/A,N/A
1283.,1407860,https://cdn.cloudflare.steamstatic.com/steam/apps/1407860/capsule_sm_120.jpg?t=1649709455,Space Travel Idle,173,222,669,N/A,N/A,"If you ever dreamed of exploring space at a relaxed pace, here's a journey designed for you.",false,N/A,N/A
1284.,808290,https://cdn.cloudflare.steamstatic.com/steam/apps/808290/capsule_sm_120.jpg?t=1650522510,Runes of Magic,173,205,625,N/A,N/A,"Start your heroic saga today in a world full of magic and excitement: Choose your race, build a home and discover the fantastic world of Taborea in the classic free-to-play MMO!",true,2500h ,/games/280px-Runes_of_Magic_Logo.png
1285.,345260,https://cdn.cloudflare.steamstatic.com/steam/apps/345260/capsule_sm_120.jpg?t=1649167432,MEDIEVAL: Total War™ - Gold Edition,173,198,321,CLP$ 4800,CLP$ 1200,MEDIEVAL: Total War™ - Collection Edition is the compilation of the critically-acclaimed Medieval: Total War and its official expansion pack - Viking Invasion.,false,N/A,N/A
1286.,875210,https://cdn.cloudflare.steamstatic.com/steam/apps/875210/capsule_sm_120.jpg?t=1649314839,三国群英传8 Kingdom Heroes 8,172,859,"25,160",CLP$ 15300,CLP$ 13005,"The "" Kingdom Heroes"" series is a classic horizontal battle single-player game developed by Userjoy, which has been released seven generations since 1998. The latest sequel, "" Kingdom Heroes 8"", will feature a new look and exciting battles, interpreting the magnificent era of the Three Kingdoms.",false,N/A,N/A
1287.,21970,https://cdn.cloudflare.steamstatic.com/steam/apps/21970/capsule_sm_120.jpg?t=1644727276,R.U.S.E,172,184,"5,018",N/A,N/A,N/A,false,2500h ,/games/280px-Runes_of_Magic_Logo.png
1288.,512900,https://cdn.cloudflare.steamstatic.com/steam/apps/512900/capsule_sm_120.jpg?t=1648699272,Streets of Rogue,172,278,"4,320",CLP$ 7700,CLP$ 2233,"Fight, sneak, and hack your way through randomly generated cities. It's like Nuclear Throne meets Deus Ex, mixed with the anarchy of GTA. Rogue-lite meets immersive sim, and goes completely insane.",false,2500h ,/games/280px-Runes_of_Magic_Logo.png
1289.,493900,https://cdn.cloudflare.steamstatic.com/steam/apps/493900/capsule_sm_120.jpg?t=1648598147,Dungeons 3,172,235,"3,289",CLP$ 15600,CLP$ 2875,"At last, the Dungeon Lord has successfully united the forces of evil and established his dark empire. Time for the next step in his most diabolical quest: expansion!",true,9h 05m ,/games/44813_Streets_of_Rogue.jpg
1290.,1041720,https://cdn.cloudflare.steamstatic.com/steam/apps/1041720/capsule_sm_120.jpg?t=1650823659,Kingdoms of Amalur: Re-Reckoning,171,240,"6,390",CLP$ 17499,CLP$ 6999,"The hit RPG returns! Remastered with stunning visuals and refined gameplay Re-Reckoning delivers intense, customizable RPG combat inside a sprawling game world.",true,21h 27m ,/games/79015_Kingdoms_of_Amalur_Re-Reckoning.jpg
1291.,840260,https://cdn.cloudflare.steamstatic.com/steam/apps/840260/capsule_sm_120.jpg?t=1649378858,Endless World Idle RPG,171,248,"2,312",N/A,N/A,"Explore the eternal landscapes of 3D Idle clicker RPG Endless World! Enjoy an epic adventure with a cast of 40+ characters. Build your army, craft unique weapons, balance your teams and set forth on an heroic saga that spans endless levels of monsters and mayhem!",false,21h 27m ,/games/79015_Kingdoms_of_Amalur_Re-Reckoning.jpg
1292.,1607130,https://cdn.cloudflare.steamstatic.com/steam/apps/1607130/capsule_sm_120.jpg?t=1650369319,Lust Theory,171,258,"1,417",CLP$ 6400,CLP$ 4480,"Lust Theory is an adult Visual Novel in which you take control of a 20 year old guy whose life is turned up side down when he finds out that the same day is repeating. The game is packed with sex, humor, romance, drama and mystery.",false,21h 27m ,/games/79015_Kingdoms_of_Amalur_Re-Reckoning.jpg
1293.,1105510,https://cdn.cloudflare.steamstatic.com/steam/apps/1105510/capsule_sm_120.jpg?t=1650758626,Yakuza 5 Remastered,171,240,852,CLP$ 9500,CLP$ 6175,"Get ready for a Yakuza experience of unprecedented scale! Follow five characters across five Japanese cities, each trying to achieve their dream. The connections between them bring them together, but the conflict that unfolds is nothing any of them could have predicted.",true,38h 03m ,/games/Ryu_Ga_Gotoku_5_Tentative_Cover_Art.jpg
1294.,326360,https://cdn.cloudflare.steamstatic.com/steam/apps/326360/capsule_sm_120.jpg?t=1649921741,Warspear Online,171,270,704,N/A,N/A,"Create a character and fight your enemies in 2D MMORPG with your friends. Huge open world, guild castles, free PvP, arena, battles between Alliances, Guilds, Dungeons and jolly holidays await!",false,N/A,N/A
1295.,1232420,https://cdn.cloudflare.steamstatic.com/steam/apps/1232420/capsule_sm_120.jpg?t=1650467242,Atlantica Global,170,186,"1,761",N/A,N/A,"Atlantica Global is a free-to-play (F2P) massive multiplayer online role-playing game (MMORPG), with a tactical combat system. Venture out in to the world of Atlantis where you'll find otherworldly monsters, amazing gear, and even more battle-hardened adventurers like yourself.",false,N/A,N/A
1296.,613830,https://cdn.cloudflare.steamstatic.com/steam/apps/613830/capsule_sm_120.jpg?t=1648598094,CHRONO TRIGGER,170,297,953,CLP$ 9999,CLP$ 4999,"The timeless RPG classic returns loaded with upgrades! Journey to the forgotten past, to the far future, and to the end of time. A big adventure to save the planet, now begins…",false,N/A,N/A
1297.,334920,https://cdn.cloudflare.steamstatic.com/steam/apps/334920/capsule_sm_120.jpg?t=1650375642,Zero-K,170,187,946,N/A,N/A,"With 100+ truly unique units, Zero-K is an RTS of freedom and creativity, tempered by a decade of refinement. Sculpt land into a castle and throw invaders off it with a Jugglenaut. Explore a massive campaign, solo or co-op. Hop online for epic 32 player battles or fast paced 1v1, on 100s of maps.",true,23h 09m ,/games/Chrono_Trigger.jpg
